ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
788-28-6521|213172031369556|Michael|Holmes|M|09297 Maurice Stravenue Suite 953|Commack|NY|11725|40.843|-73.2799|29150|Farm manager|1952-08-18|185320789079|adults_50up_male_urban.json
710-99-7254|4899204573530|Carl|Henderson|M|507 Davis Causeway|Fargo|ND|58103|46.8564|-96.8123|107957|Structural engineer|1985-12-06|506703590723|adults_2550_male_urban.json
192-50-9948|30182360107122|Jennifer|Gomez|F|821 Wade Ville|Splendora|TX|77372|30.2326|-95.1993|12164|Presenter, broadcasting|1958-03-09|781353519565|adults_50up_female_urban.json
547-34-6596|30357422332229|Tamara|Romero|F|442 Castro Skyway|Winnsboro|TX|75494|32.9146|-95.2726|10862|Systems developer|2002-11-09|786641655589|young_adults_female_urban.json
702-81-3017|4606295350637316|Sarah|Wilson|F|6741 Adam Skyway|Sylmar|CA|91342|34.3054|-118.4322|91725|International aid/development worker|1999-04-03|941581880015|adults_2550_female_urban.json
313-99-2000|4201362608463975|Mary|Hughes|F|470 Flores Port Apt. 215|Wheaton|IL|60187|41.8724|-88.1123|59488|Chartered legal executive (England and Wales)|1933-07-25|295151784184|adults_50up_female_urban.json
580-99-5607|374091969395786|Kathleen|Ballard|F|0204 Ryan Estate|Kansas City|MO|64120|39.1222|-94.5487|545147|Administrator, local government|1998-11-16|683205260914|adults_2550_female_urban.json
509-13-2228|3524139369678971|Jared|Knight|M|12677 Christopher Rapids Apt. 276|Gloucester|MA|01930|42.6208|-70.6721|28789|Air broker|1966-08-03|765960683251|adults_50up_male_urban.json
544-69-7785|4533943191654309|Tiffany|Powers|F|31202 Brenda Knoll Apt. 576|Alexandria|VA|22310|38.7794|-77.1194|321490|Glass blower/designer|1997-01-11|313503352352|adults_2550_female_urban.json
468-37-7864|060400268763|Eric|Gardner|M|6497 Mclean Corners Suite 365|Council Bluffs|IA|51503|41.2616|-95.8251|71782|Physiological scientist|1986-09-02|279317935556|adults_2550_male_urban.json
034-03-6664|4537309649694|Cody|Marshall|M|95296 Manuel Causeway|Los Alamitos|CA|90720|33.7956|-118.0648|21751|Metallurgist|1942-05-10|513650448157|adults_50up_male_urban.json
184-48-5731|2229276364315942|Sydney|Oliver|F|654 Sandoval Gateway Suite 544|Carlsbad|NM|88220|32.4119|-104.2395|33725|Environmental consultant|1979-09-26|778709317235|adults_2550_female_urban.json
075-40-1988|6011934497439467|Dennis|Fox|M|30958 Anderson Stream|Bedford|NY|10506|41.1909|-73.6355|5790|Publishing rights manager|1987-09-15|736911674500|adults_2550_male_urban.json
658-99-8559|3513210972021702|John|Turner|M|46557 Michele Crossroad Apt. 300|Lowville|NY|13367|43.7893|-75.4156|8830|Immigration officer|1961-04-21|623964850083|adults_50up_male_urban.json
312-49-1051|4900251213756580|Michael|Myers|M|570 Arellano Common Apt. 145|Belding|MI|48809|43.0885|-85.2313|11015|Sub|1998-04-12|207439810683|adults_2550_male_urban.json
336-51-6356|4138850342365|Christopher|Lambert|M|33474 Joseph Fords|Perry|AR|72125|35.0443|-92.7958|905|Clinical cytogeneticist|2005-10-04|330792868853|young_adults_male_rural.json
462-92-9494|6580085294690215|Maria|Compton|F|1743 Kevin Ville Suite 023|Clarksville|TN|37042|36.5853|-87.4186|151785|Software engineer|1986-01-17|870993336751|adults_2550_female_urban.json
049-21-2654|180066527523321|Kelly|Hernandez|F|20256 Jason Wells|San Luis|AZ|85349|32.5401|-114.755|25517|Administrator|1963-10-01|22461484223|adults_50up_female_urban.json
260-53-7676|30116750762799|Leonard|Potter|M|02453 Christian Extensions Apt. 984|Tillamook|OR|97141|45.4492|-123.8189|13140|Ranger/warden|1990-09-19|258430876528|adults_2550_male_urban.json
278-92-2160|503884719017|Jesse|Martin|M|240 Brown Via|Rice Lake|WI|54868|45.5197|-91.8266|15512|Patent attorney|1995-10-03|914468510164|adults_2550_male_urban.json
560-60-1665|38546199240654|Mark|Perez|M|72581 Eric Rapid Apt. 956|Mcallen|TX|78501|26.2154|-98.2359|131628|Nurse, mental health|1994-09-30|587372208833|adults_2550_male_urban.json
261-65-2416|4337912121102|Barbara|Ellis|F|58690 Shawn Causeway|Apple Valley|CA|92307|34.5291|-117.2132|77467|Radio producer|1978-05-05|761460541709|adults_2550_female_urban.json
645-29-9802|4199945295171226|Charles|Vasquez|M|433 White Brooks Suite 422|Brookeville|MD|20833|39.1871|-77.0603|7735|Clinical scientist, histocompatibility and immunogenetics|2006-12-09|194887063687|young_adults_male_urban.json
329-88-4271|3533083344470485|Ryan|Porter|M|47020 Austin Lane Suite 195|Cleveland|OH|44112|41.5356|-81.5737|769341|Energy manager|1978-10-27|750708841892|adults_2550_male_urban.json
264-80-2977|6532956342777528|Caitlin|Howard|F|61658 Donald Rapids|Salem|IN|47167|38.6071|-86.0787|15014|Contractor|1997-09-05|717378839581|adults_2550_female_urban.json
743-21-2473|3511563029559633|Jeffrey|Ford|M|629 Beck Falls|Monticello|IA|52310|42.2326|-91.1989|6431|Archivist|1978-08-11|414169986141|adults_2550_male_urban.json
680-34-8428|676385133134|Matthew|Wolf|M|49832 Lori Corner|Buffalo|MN|55313|45.1814|-93.8635|23255|Editor, film/video|1976-12-24|166861642971|adults_2550_male_urban.json
849-23-1250|378158268687647|Stephanie|Garcia|F|548 Pedro Inlet|Willow Spring|NC|27592|35.547|-78.6717|15244|Contracting civil engineer|1954-06-17|922718626291|adults_50up_female_urban.json
044-50-2911|3578735856646416|Linda|Ramsey|F|2192 Stokes Fall|Hopkinsville|KY|42240|36.8621|-87.4851|42479|Cabin crew|1947-07-22|198398746882|adults_50up_female_urban.json
707-09-0746|4948314789117972690|Lisa|Davila|F|812 Daniel Plaza Apt. 036|Galena|OH|43021|40.2011|-82.8749|10301|Pharmacist, hospital|1990-06-11|23235005730|adults_2550_female_urban.json
764-22-0035|501853285382|James|Salas|M|0524 Olivia Freeway|Zanesville|OH|43701|39.9274|-82.0041|55643|Statistician|1997-03-21|3048500685|adults_2550_male_urban.json
567-89-2652|6011990076862768|Taylor|Hodge|F|389 Nunez Ford|Hyattsville|MD|20783|39.0005|-76.9723|150988|Engineer, site|1966-05-16|531779474646|adults_50up_female_urban.json
765-11-8285|348626713684101|Valerie|Lee|F|39218 Michael Ferry|Windsor Mill|MD|21244|39.3331|-76.7849|34611|Psychologist, clinical|1984-08-14|660296130729|adults_2550_female_urban.json
065-68-7814|346776106592080|Joseph|Chase|M|19279 Huber Crescent Suite 815|Chicago|IL|60613|41.9543|-87.6575|2680484|Therapist, horticultural|2003-12-23|637454747893|young_adults_male_urban.json
659-32-8865|3557202665686294|Sergio|Andrews|M|57349 Matthew Fork|Mount Vernon|OH|43050|40.3849|-82.4873|29050|Town planner|1965-03-26|735611198021|adults_50up_male_urban.json
652-02-7281|3529907472966946|Amy|Kim|F|0808 Parker Springs Suite 485|Kingsport|TN|37660|36.5144|-82.5476|87124|Waste management officer|1950-05-04|630718559741|adults_50up_female_urban.json
283-10-8341|4167347853692|Joshua|Ferguson|M|9804 Stewart Turnpike Apt. 860|Los Angeles|CA|90035|34.0531|-118.3806|2383912|Journalist, newspaper|1972-05-29|188827604008|adults_50up_male_urban.json
033-21-6529|4066489008248450|Joseph|Carrillo|M|898 Nancy Unions|Staten Island|NY|10301|40.6316|-74.0927|468730|Architectural technologist|2000-01-30|529697801286|adults_2550_male_urban.json
835-70-9029|4418563027507|Anthony|Lewis|M|661 Newman Brook Suite 641|Houck|AZ|86506|35.3371|-109.2478|1321|Surveyor, insurance|1973-12-14|842934830900|adults_50up_male_rural.json
846-57-8870|4679087018726009|Ashley|Christensen|F|1034 Turner Glen Apt. 990|Fonda|NY|12068|42.9571|-74.4021|3201|Nurse, learning disability|1959-09-24|302726251411|adults_50up_female_urban.json
433-72-6568|344062215599676|Breanna|Randolph|F|21905 Jason Roads|Burlington|CT|06013|41.7573|-72.9444|9326|Hospital pharmacist|1990-05-02|873766329179|adults_2550_female_urban.json
511-40-7871|6584559396521383|Courtney|Smith|F|45531 Jacqueline Wall|Sacramento|CA|95823|38.4797|-121.4438|757530|Therapist, occupational|1998-10-06|242049785|adults_2550_female_urban.json
404-17-3029|5373277264883952|Kristi|Joseph|F|522 Jackson Ville Suite 251|Yonkers|NY|10705|40.9177|-73.895|177756|Optician, dispensing|1999-04-23|358639892812|adults_2550_female_urban.json
630-11-7351|5250805491477442|Kaitlyn|Duran|F|2478 Rodriguez Turnpike|Conyers|GA|30094|33.6111|-84.0683|83685|Psychologist, clinical|1990-09-30|391353479328|adults_2550_female_urban.json
720-74-7528|4493053788033|Christie|Moreno|F|13389 Ronald Camp Suite 882|Sunnyvale|CA|94086|37.3764|-122.0238|140482|Surveyor, hydrographic|1990-02-16|386840477539|adults_2550_female_urban.json
492-70-7786|4486251521743|Jennifer|Decker|F|3780 William Way|Alexandria|VA|22314|38.806|-77.0529|321490|Clinical biochemist|1953-09-12|465386509053|adults_50up_female_urban.json
193-38-4575|6517762969143369|Chad|Jacobs|M|6450 Hannah Creek Apt. 898|Dayville|CT|06241|41.854|-71.8683|6650|Librarian, public|2005-11-11|251168358458|young_adults_male_urban.json
545-30-5577|4189684424648844|Lisa|Crosby|F|572 Colon Overpass Suite 958|Pasco|WA|99301|46.2492|-119.1044|68191|Computer games developer|1977-01-17|570996350701|adults_2550_female_urban.json
863-76-0842|4179789124883971|Stephanie|Murray|F|844 Cochran Turnpike Suite 367|Ponte Vedra Beach|FL|32082|30.1223|-81.3627|28996|Designer, jewellery|1967-05-02|113917007014|adults_50up_female_urban.json
744-28-0487|4681193978148|Tony|Rogers|M|99217 Ray Land|San Pedro|CA|90731|33.7339|-118.2914|80777|Interpreter|1979-02-28|614815149376|adults_2550_male_urban.json
434-75-3404|4158807053261|Alejandro|Garner|M|391 John Walks|Indianapolis|IN|46241|39.7096|-86.2614|910148|Site engineer|1956-06-12|936842534125|adults_50up_male_urban.json
486-40-2203|4513609085818102|Drew|Brown|M|3736 Rebecca Square|Forest Park|IL|60130|41.8744|-87.8106|14167|Set designer|1962-12-11|225469416426|adults_50up_male_urban.json
412-18-7207|2235896933539003|Lori|Stephens|F|54731 Valencia View Suite 397|Jackson|MS|39209|32.3184|-90.2446|233060|Tax inspector|1969-11-17|391640618947|adults_50up_female_urban.json
899-15-1660|6536902837727020|Kimberly|Fisher|F|0534 Adriana Lane Suite 416|New Bedford|MA|02746|41.66|-70.9324|94905|Camera operator|1995-01-12|979402703785|adults_2550_female_urban.json
714-60-5298|4584640510388027|John|Lewis|M|76362 Jose Green Suite 718|Gallatin|TN|37066|36.3834|-86.4512|42758|Technical sales engineer|1959-09-24|649527546546|adults_50up_male_urban.json
217-03-9427|6011676490922888|Phillip|Ramirez|M|5513 Medina Motorway Apt. 717|Red Bank|NJ|07701|40.3584|-74.0681|23813|Geographical information systems officer|1942-04-05|218563438163|adults_50up_male_urban.json
436-71-9175|5464034398818739|Kimberly|Ramos|F|333 Campbell Mountains Suite 041|Palacios|TX|77465|28.715|-96.2154|7161|Exhibitions officer, museum/gallery|1944-07-21|11671402393|adults_50up_female_urban.json
638-15-5720|4028262542043|Andrea|Boone|F|90577 Adrian Trace|Englewood|FL|34224|26.92|-82.3048|32269|Health service manager|1980-10-07|21759527340|adults_2550_female_urban.json
707-64-9693|3519324538109796|Emily|Blevins|F|48709 Hernandez Loaf|Lomita|CA|90717|33.7938|-118.3172|21318|Freight forwarder|1952-06-22|449143354222|adults_50up_female_urban.json
182-48-1281|30422404326118|Kim|Howell|F|46861 Lewis Mountains|Bronx|NY|10462|40.8434|-73.8602|1382480|Administrator, charities/voluntary organisations|1992-05-02|597641732641|adults_2550_female_urban.json
712-84-2783|503800953666|Nathan|Jones|M|68900 Marshall Rapids Suite 001|Gilbert|AZ|85233|33.3354|-111.8153|211167|Research officer, trade union|1976-05-28|147074261690|adults_2550_male_urban.json
818-73-0202|639073971306|Matthew|Jackson|M|38690 Wilkerson Shoal|Kailua|HI|96734|21.4063|-157.7448|50746|Newspaper journalist|1966-09-09|156747469710|adults_50up_male_urban.json
026-33-5181|3561719281707448|David|Brown|M|44225 Christopher Locks|Jefferson City|TN|37760|36.1163|-83.481|12931|Administrator, local government|1979-11-01|374280933849|adults_2550_male_urban.json
602-35-1349|4944772690326553|Brandon|Leblanc|M|1794 Tara Springs Apt. 455|East Orange|NJ|07017|40.7696|-74.2077|64267|Television/film/video producer|1974-09-19|384571585997|adults_50up_male_urban.json
038-17-1733|2711589126864980|Stacey|Scott|F|623 Gray Circle Apt. 884|Bloomfield Hills|MI|48302|42.5848|-83.2821|45496|Insurance underwriter|1945-12-01|285427147684|adults_50up_female_urban.json
768-30-7182|4919074992164001|Jennifer|Mclaughlin|F|9235 Joshua Grove|Mauston|WI|53948|43.7934|-90.0641|8414|Sales professional, IT|1949-08-12|298229842867|adults_50up_female_urban.json
041-65-2585|2249865462202121|Curtis|Acosta|M|55033 Bruce Brook|Yuma|AZ|85364|32.7015|-114.6424|141891|Sports therapist|1973-09-13|414545936205|adults_50up_male_urban.json
299-96-6608|30391900889913|Barbara|Wilson|F|91692 Dominic Park|Olean|NY|14760|42.0821|-78.426|18775|Engineer, drilling|1980-06-24|502226927571|adults_2550_female_urban.json
596-87-8716|3590608548186741|James|Williams|M|984 John Crest|Lansing|MI|48917|42.7376|-84.6244|162150|Chief Strategy Officer|2001-05-04|917933349154|young_adults_male_urban.json
457-11-1575|213151985458292|Tonya|Parker|F|40153 Farmer Harbors|Durham|CA|95938|39.633|-121.7886|3787|Passenger transport manager|1969-05-14|31830500053|adults_50up_female_urban.json
385-74-9949|3549466720108245|Sierra|Le|F|818 Samantha Shoal|Wilmington|IL|60481|41.284|-88.1231|11851|Environmental education officer|1955-08-20|491831045661|adults_50up_female_urban.json
786-37-0019|4208581745273533|Jennifer|Moore|F|7004 Erik Court|Las Vegas|NV|89129|36.245|-115.2743|1417793|Surveyor, minerals|1956-07-17|154405868597|adults_50up_female_urban.json
340-14-8995|2312559046100792|Christopher|Brown|M|0012 Alexandra Mount Apt. 012|Pembroke Pines|FL|33028|26.0185|-80.3449|26696|Engineer, control and instrumentation|1982-05-17|996362014686|adults_2550_male_urban.json
753-81-7000|2281204850766530|Tina|Ingram|F|6042 Tiffany Manor Apt. 460|Decatur|AL|35603|34.5484|-87.0004|64979|Clinical biochemist|2002-04-25|97160918681|young_adults_female_urban.json
008-47-8180|3547243586176828|Carla|Stewart|F|272 Chavez Alley|Chandler|AZ|85286|33.2711|-111.8311|255641|Sales executive|1982-09-03|929396497051|adults_2550_female_urban.json
829-50-5753|3522419768784949|John|Gallegos|M|035 Benjamin Coves|Bronx|NY|10452|40.8376|-73.9216|1382480|Sales professional, IT|1988-11-25|551058512100|adults_2550_male_urban.json
309-19-2058|4434046682123|Brandon|Gibbs|M|9525 Andrews Extensions Apt. 644|Gardena|CA|90247|33.8925|-118.2961|84103|Chartered management accountant|1994-09-27|136435713264|adults_2550_male_urban.json
728-79-8079|4827306343593|Rachel|Mason|F|188 Willis Manor|Monroeville|AL|36460|31.5153|-87.341|10738|Software engineer|1986-08-20|444121745201|adults_2550_female_urban.json
793-03-5691|5402125434123012|Michael|Williams|M|37218 Brown Centers Apt. 203|Saint Cloud|FL|34769|28.248|-81.2876|61432|Civil Service fast streamer|1965-10-07|492180379270|adults_50up_male_urban.json
607-80-9903|502014003474|Robert|Allen|M|197 Williams Summit Apt. 625|Phoenix|AZ|85029|33.5961|-112.1199|1312922|Warehouse manager|1964-05-08|828833207962|adults_50up_male_urban.json
740-65-4234|2714785501137532|Gail|Martin|F|72887 Thomas Tunnel|Rio Grande City|TX|78582|26.3942|-98.8104|40455|Psychotherapist|1990-10-24|835795242616|adults_2550_female_urban.json
233-60-1835|6011608819722392|Sherry|Chapman|F|7718 Todd Villages Apt. 076|Riverhead|NY|11901|40.9262|-72.652|27172|Surveyor, minerals|1983-06-19|119671924300|adults_2550_female_urban.json
008-24-4699|213185578002448|Cheyenne|Tate|F|2216 Kristina Lights|Saint Louis|MO|63146|38.7033|-90.4618|927396|Town planner|1980-06-11|840391481958|adults_2550_female_urban.json
361-59-4253|6506751691395218|Erica|Fitzgerald|F|2610 Pennington Forge Apt. 508|Saint Charles|MO|63301|38.8014|-90.5065|134684|Further education lecturer|1952-12-18|862827954600|adults_50up_female_urban.json
869-28-1844|3592484813004169|Lindsay|Pacheco|F|3021 Buck Lane|Royal Oak|MI|48067|42.4906|-83.1366|57256|Publishing copy|1934-01-29|402523025665|adults_50up_female_urban.json
732-71-6360|3563395348110500|Robert|Gilmore|M|6427 Foley Crossing Suite 738|Pueblo|CO|81001|38.2879|-104.5848|151815|Leisure centre manager|1977-11-25|817422262939|adults_2550_male_urban.json
885-15-2242|213177512395970|Jonathon|Peterson|M|60972 Jessica Brook Apt. 446|Wausau|WI|54401|44.9654|-89.7066|54974|Merchant navy officer|2002-12-07|308257112350|young_adults_male_urban.json
474-60-2316|581710730879|Bryan|Cruz|M|783 Beck Circle Apt. 175|Mound City|KS|66056|38.156|-94.8186|1694|Information systems manager|1937-01-07|253311588235|adults_50up_male_rural.json
795-24-7247|4485726029254686273|Cody|Black|M|76642 Sean Lane Apt. 271|Storrs Mansfield|CT|06268|41.7997|-72.2478|21325|Engineer, maintenance|1992-10-24|373417681475|adults_2550_male_urban.json
562-52-7797|6011592386879068|Stephanie|Benson|F|869 Gregory Square Suite 534|Park Ridge|IL|60068|42.0122|-87.8417|37475|Accounting technician|1963-06-05|864778149352|adults_50up_female_urban.json
538-78-2373|30396159764055|Cheryl|Douglas|F|7078 Porter Junction Suite 426|New Orleans|LA|70128|30.0487|-89.9585|382333|Camera operator|1938-08-29|775613955682|adults_50up_female_urban.json
248-68-4255|4736273202227118|Philip|Huff|M|769 Tanya Coves Suite 204|Columbus|OH|43220|40.0495|-83.0669|783285|Designer, industrial/product|2009-06-24|973311693547|young_adults_male_urban.json
117-37-4395|180098305216901|Christine|Gates|F|02698 Cody Grove|Denver|CO|80247|39.6971|-104.8819|990452|Educational psychologist|1956-02-25|436706297208|adults_50up_female_urban.json
849-10-0993|6011177031637051|Melinda|Pugh|F|332 Conley Falls Suite 469|Fremont|MI|49412|43.4652|-85.9626|11065|Environmental manager|1930-12-31|123921881961|adults_50up_female_urban.json
452-21-9228|4638083906540259984|Erika|Hale|F|932 Haynes Trace|Waukesha|WI|53186|42.9993|-88.2196|95015|Research officer, political party|1996-06-28|593479364207|adults_2550_female_urban.json
164-74-1932|6011504960266760|Matthew|Holloway|M|84539 Baker Summit Suite 070|Whittier|CA|90604|33.9299|-118.0121|189948|Risk analyst|1995-06-10|600690528883|adults_2550_male_urban.json
836-01-6860|3556020801929027|Charlotte|Jones|F|3904 Daniels Bypass Apt. 225|La Plata|MD|20646|38.5257|-76.9865|18890|Engineer, automotive|1993-05-01|224400299599|adults_2550_female_urban.json
172-32-5858|5225550193545037|Savannah|Carpenter|F|393 James Estates Suite 362|Pasadena|MD|21122|39.1206|-76.495|60576|Therapist, drama|1940-07-07|143566818418|adults_50up_female_urban.json
551-04-5683|3512441290759654|Susan|Carr|F|12376 Charles Mount|Fort Worth|TX|76140|32.6192|-97.2735|813980|Insurance broker|1982-03-09|410547325937|adults_2550_female_urban.json
068-02-6291|4193759192267136|Ariel|Watson|F|64752 King Cove Apt. 096|San Diego|CA|92110|32.7635|-117.2028|1241364|Community arts worker|1972-03-29|890984818900|adults_50up_female_urban.json
